Landowners|Budget|Expected Damage|Run Time|Allocation|Levels|Total Budget Used|Remaining Budget|Maximum Amount Offered|Level Amounts|Area of Each Landowner
5|40000|82.748204893|231.435704655|[3, 0, 2, 3, 3]|5|39803.4381407|196.561859305|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|40000|82.7965526775|233.264545087|[5, 0, 4, 6, 7]|10|39736.4579813|263.542018684|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|40000|82.2428935585|239.159866538|[9, 0, 5, 9, 11]|15|39963.370358|36.6296420118|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|79.2832746918|227.9909538|[1, 1, 1, 1, 1]|2|43058.6738865|16941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|51.9586781744|233.376196517|[4, 1, 3, 4, 4]|5|59817.1097631|182.890236852|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|50.0372426631|230.424855075|[7, 6, 6, 7, 8]|10|59853.4704211|146.529578903|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|60000|49.9351017382|233.247448814|[10, 9, 10, 10, 12]|15|59972.1209891|27.8790108604|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|79.2832746918|227.818229217|[1, 1, 1, 1, 1]|2|43058.6738865|36941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|32.6161701271|233.253729641|[4, 4, 4, 4, 4]|5|75352.6793014|4647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|28.4851834363|230.075555094|[9, 8, 9, 9, 9]|10|79985.7926116|14.2073884078|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|80000|28.6302696117|234.302191932|[13, 13, 14, 13, 14]|15|79931.6617073|68.3382927222|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|79.2832746918|232.209045631|[1, 1, 1, 1, 1]|2|43058.6738865|56941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|32.6161701271|231.10553615|[4, 4, 4, 4, 4]|5|75352.6793014|24647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|27.5235394791|228.786881688|[9, 9, 9, 9, 9]|10|81333.0506745|18666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|100000|26.2327765715|235.244490872|[14, 14, 14, 14, 14]|15|83041.7282097|16958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|79.2832746918|227.582374944|[1, 1, 1, 1, 1]|2|43058.6738865|76941.3261135|39.8288066012|[0.0, 19.9144033006]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|32.6161701271|231.838522935|[4, 4, 4, 4, 4]|5|75352.6793014|44647.3206986|39.8288066012|[0.0, 4.97860082515, 14.93580247545, 24.89300412575, 34.850205776050004]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|27.5235394791|232.464566705|[9, 9, 9, 9, 9]|10|81333.0506745|38666.9493255|39.8288066012|[0.0, 2.2127114778444446, 6.6381344335333337, 11.063557389222222, 15.488980344911113, 19.9144033006, 24.339826256288887, 28.765249211977775, 33.190672167666662, 37.616095123355549]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
5|120000|26.2327765715|232.214832092|[14, 14, 14, 14, 14]|15|83041.7282097|36958.2717903|39.8288066012|[0.0, 1.4224573786142858, 4.2673721358428569, 7.1122868930714285, 9.9572016503, 12.802116407528572, 15.647031164757145, 18.491945921985717, 21.33686067921429, 24.181775436442862, 27.026690193671435, 29.871604950900007, 32.71651970812858, 35.561434465357152, 38.406349222585717]|[366.707, 304.436, 646.9264999999999, 422.05899999999997, 422.05899999999997]
